1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
3.430,3.000,2.990,2.640,2.900,2.820,2.570,2.390,2.060,1.740,1.660,1.580,1.530,1.550,1.560,1.570,1.710,1.760,1.654,1.656,1.634,1.574,1.537,1.464,1.425,1.480,1.309,1.178,1.191,1.164
